compound_id,method_id,rt_min,rsd_source,retention_factor_source,source_file,source_row
76,M28,9.37,0.0009,11.01,Dataset 28.xlsx,77
76,M29,11.18,0.0038,5.69,Dataset 29.xlsx,77
76,M30,6.62,0.003,3.9,Dataset 30.xlsx,77
77,M01,6.49,0.0026,4.11,Dataset 01.xlsx,73
77,M02,8.61,0.0023,8.41,Dataset 02.xlsx,73
77,M03,8.12,0.0022,4.98,Dataset 03.xlsx,73
77,M04,7.32,0.0015,4.3,Dataset 04.xlsx,73
77,M05,7.17,0.0011,4.47,Dataset 05.xlsx,73
77,M06,10.23,0,6.31,Dataset 06.xlsx,73
77,M07,10.8,0.002,6.88,Dataset 07.xlsx,73
77,M08,14.84,0.0004,15.31,Dataset 08.xlsx,73
77,M09,13.48,0.0004,13.46,Dataset 09.xlsx,73
77,M10,16.58,0.0013,11.28,Dataset 10.xlsx,73
77,M11,15.42,0.0013,10.64,Dataset 11.xlsx,73
77,M12,20.06,0.0006,20.29,Dataset 12.xlsx,73
77,M13,19.03,0.0012,13.98,Dataset 13.xlsx,73
77,M14,15.62,0.0006,19.83,Dataset 14.xlsx,73
77,M15,19.52,0.0011,11.2,Dataset 15.xlsx,73
77,M16,42.92,0.0001,33.34,Dataset 16.xlsx,73
77,M17,5.79,0.0017,5.29,Dataset 17.xlsx,73
77,M18,7.94,0.0009,4.51,Dataset 18.xlsx,73
77,M19,6.51,0.0015,3.77,Dataset 19.xlsx,73
77,M20,8.72,0.0008,12.94,Dataset 20.xlsx,73
77,M21,6.25,0.0136,3.43,Dataset 21.xlsx,73
77,M22,13.86,0.0007,10.45,Dataset 22.xlsx,73
77,M23,11.68,0.0006,14.57,Dataset 23.xlsx,73
77,M24,14.22,0.0013,8.12,Dataset 24.xlsx,73
77,M25,12.43,0.007,8.56,Dataset 25.xlsx,78
77,M26,10.92,0.0007,13,Dataset 26.xlsx,78
77,M27,12.97,0.0024,9.05,Dataset 27.xlsx,78
77,M28,10.83,0.0091,12.88,Dataset 28.xlsx,78
77,M29,12.95,0.0033,6.75,Dataset 29.xlsx,78
77,M30,7.8,0.0008,4.77,Dataset 30.xlsx,78
78,M01,5.54,0.006,3.36,Dataset 01.xlsx,74
78,M02,7.41,0.0017,7.1,Dataset 02.xlsx,74
78,M03,6.42,0.002,3.73,Dataset 03.xlsx,74
78,M04,5.81,0.0029,3.2,Dataset 04.xlsx,74
78,M05,5.57,0,3.25,Dataset 05.xlsx,74
78,M06,8.12,0.0009,4.8,Dataset 06.xlsx,74
78,M07,8.33,0.0025,5.08,Dataset 07.xlsx,74
78,M08,11.48,0.0006,11.61,Dataset 08.xlsx,74
78,M09,9.88,0.0005,9.59,Dataset 09.xlsx,74
78,M10,13.24,0.0011,8.8,Dataset 10.xlsx,74
78,M11,11.56,0.0006,7.72,Dataset 11.xlsx,74
78,M12,14.76,0.0026,14.67,Dataset 12.xlsx,74
78,M13,14.02,0.0006,10.04,Dataset 13.xlsx,74
78,M14,11.34,0.0011,14.12,Dataset 14.xlsx,74
78,M15,14.1,0.0015,7.81,Dataset 15.xlsx,74
78,M16,29.16,0.0008,22.33,Dataset 16.xlsx,74
78,M17,4.43,0.0038,3.82,Dataset 17.xlsx,74
78,M18,6.37,0.0011,3.42,Dataset 18.xlsx,74
78,M19,5.38,0.0037,2.94,Dataset 19.xlsx,74
78,M20,7.13,0.001,10.4,Dataset 20.xlsx,74
78,M21,5.28,0.0039,2.74,Dataset 21.xlsx,74
78,M22,10.86,0.001,7.98,Dataset 22.xlsx,74
78,M23,9.06,0.0008,11.07,Dataset 23.xlsx,74
78,M24,10.88,0.0017,5.97,Dataset 24.xlsx,74
78,M25,6.42,0.0036,3.94,Dataset 25.xlsx,79
78,M26,4.7,0.0021,5.03,Dataset 26.xlsx,79
78,M27,6.96,0.0041,4.4,Dataset 27.xlsx,79
78,M28,5.39,0.0044,5.91,Dataset 28.xlsx,79
78,M29,6.98,0.002,3.18,Dataset 29.xlsx,79
78,M30,4.24,0.0016,2.14,Dataset 30.xlsx,79
79,M01,5.08,0.0028,3,Dataset 01.xlsx,75
79,M02,6.75,0.0009,6.38,Dataset 02.xlsx,75
79,M03,5.75,0.002,3.23,Dataset 03.xlsx,75
79,M04,5.2,0.0025,2.76,Dataset 04.xlsx,75
79,M05,5.01,0.0042,2.82,Dataset 05.xlsx,75
79,M06,7.27,0.001,4.19,Dataset 06.xlsx,75
79,M07,7.41,0.001,4.41,Dataset 07.xlsx,75
79,M08,10.03,0.0007,10.02,Dataset 08.xlsx,75
79,M09,8.16,0.0016,7.75,Dataset 09.xlsx,75
79,M10,11.6,0.0011,7.59,Dataset 10.xlsx,75
79,M11,10.01,0.0021,6.55,Dataset 11.xlsx,75
79,M12,12.52,0.0015,12.29,Dataset 12.xlsx,75
79,M13,12.01,0.002,8.46,Dataset 13.xlsx,75
79,M14,9.49,0.0012,11.65,Dataset 14.xlsx,75
79,M15,11.84,0.0006,6.4,Dataset 15.xlsx,75
79,M16,23.53,0.0002,17.82,Dataset 16.xlsx,75
79,M17,3.54,0.0048,2.84,Dataset 17.xlsx,75
79,M18,5.61,0.0013,2.9,Dataset 18.xlsx,75
79,M19,4.73,0.0012,2.46,Dataset 19.xlsx,75
79,M20,5.76,0.0004,8.21,Dataset 20.xlsx,75
79,M21,4.63,0.0046,2.28,Dataset 21.xlsx,75
79,M22,8.31,0.0013,5.87,Dataset 22.xlsx,75
79,M23,6.85,0.0041,8.13,Dataset 23.xlsx,75
79,M24,8.13,0.0007,4.21,Dataset 24.xlsx,75
79,M25,10.04,0.0022,6.72,Dataset 25.xlsx,80
79,M26,8.32,0.0012,9.67,Dataset 26.xlsx,80
79,M27,9.52,0.0022,6.38,Dataset 27.xlsx,80
79,M28,7.92,0.0031,9.15,Dataset 28.xlsx,80
79,M29,9.15,0,4.48,Dataset 29.xlsx,80
79,M30,5.75,0,3.26,Dataset 30.xlsx,80
80,M01,5.92,0.0012,3.66,Dataset 01.xlsx,76
80,M02,8.17,0.0006,7.93,Dataset 02.xlsx,76
80,M03,7.57,0.0012,4.57,Dataset 03.xlsx,76
80,M04,6.93,0.0013,4.01,Dataset 04.xlsx,76
80,M05,6.63,0.0011,4.06,Dataset 05.xlsx,76
80,M06,8.99,0.0008,5.42,Dataset 06.xlsx,76
80,M07,9.99,0.0014,6.29,Dataset 07.xlsx,76
80,M08,13.46,0.0005,13.79,Dataset 08.xlsx,76
80,M09,11.95,0.0009,11.81,Dataset 09.xlsx,76
80,M10,15.46,0.0007,10.45,Dataset 10.xlsx,76
80,M11,13.99,0,9.56,Dataset 11.xlsx,76
80,M12,17.53,0.0003,17.61,Dataset 12.xlsx,76
80,M13,15.88,0,11.5,Dataset 13.xlsx,76
80,M14,12.66,0.0008,15.88,Dataset 14.xlsx,76
80,M15,17.46,0.0008,9.91,Dataset 15.xlsx,76
80,M16,31.36,0.0003,24.09,Dataset 16.xlsx,76
80,M17,5.49,0.0031,4.96,Dataset 17.xlsx,76
80,M18,7.6,0.0037,4.27,Dataset 18.xlsx,76
80,M19,5.46,0.0018,3,Dataset 19.xlsx,76
80,M20,7.57,0.0006,11.11,Dataset 20.xlsx,76
80,M21,5.59,0.0013,2.96,Dataset 21.xlsx,76
80,M22,11.67,0.0008,8.64,Dataset 22.xlsx,76
80,M23,9.6,0,11.8,Dataset 23.xlsx,76
80,M24,12.44,0.001,6.97,Dataset 24.xlsx,76
80,M25,11.58,0.0007,7.91,Dataset 25.xlsx,81
80,M26,9.99,0.0008,11.81,Dataset 26.xlsx,81
80,M27,11.65,0.0006,8.03,Dataset 27.xlsx,81
80,M28,9.58,0.0009,11.28,Dataset 28.xlsx,81
80,M29,12.32,0.0017,6.37,Dataset 29.xlsx,81
80,M30,6.93,0.0016,4.13,Dataset 30.xlsx,81
81,M01,4.3,0.0102,2.39,Dataset 01.xlsx,77
81,M02,5.09,0.0034,4.56,Dataset 02.xlsx,77
81,M03,4.8,0.0016,2.53,Dataset 03.xlsx,77
81,M04,4.49,0.0142,2.25,Dataset 04.xlsx,77
81,M05,4.24,0.0017,2.23,Dataset 05.xlsx,77
81,M06,6.11,0,3.36,Dataset 06.xlsx,77
81,M07,5.71,0,3.17,Dataset 07.xlsx,77
81,M08,6.22,0.0011,5.84,Dataset 08.xlsx,77
81,M09,4.53,0.0011,3.85,Dataset 09.xlsx,77
81,M10,7.71,0.0011,4.71,Dataset 10.xlsx,77
81,M11,5.84,0.0036,3.4,Dataset 11.xlsx,77
81,M12,6.25,0.003,5.63,Dataset 12.xlsx,77
81,M13,7.66,0.0031,5.03,Dataset 13.xlsx,77
81,M14,4.84,0.0337,5.45,Dataset 14.xlsx,77
81,M15,7.92,0.0018,3.95,Dataset 15.xlsx,77
81,M16,11.53,0.0011,8.22,Dataset 16.xlsx,77
81,M17,2.62,0.0038,1.85,Dataset 17.xlsx,77
81,M18,5.05,0.0028,2.5,Dataset 18.xlsx,77
81,M19,4.77,0.0044,2.5,Dataset 19.xlsx,77
81,M20,5.55,0.0009,7.88,Dataset 20.xlsx,77
81,M21,4.76,0.0015,2.38,Dataset 21.xlsx,77
81,M22,8.16,0.0186,5.74,Dataset 22.xlsx,77
81,M23,5.9,0.0024,6.87,Dataset 23.xlsx,77
81,M24,8.33,0.0015,4.34,Dataset 24.xlsx,77
81,M25,6.93,0.0011,4.33,Dataset 25.xlsx,82
81,M26,4.96,0.027,5.36,Dataset 26.xlsx,82
81,M27,7.32,0,4.67,Dataset 27.xlsx,82
81,M28,5.58,0.0015,6.15,Dataset 28.xlsx,82
81,M29,7.24,0,3.34,Dataset 29.xlsx,82
81,M30,4.08,0,2.02,Dataset 30.xlsx,82
82,M01,7.73,0.0046,5.09,Dataset 01.xlsx,78
82,M02,10.25,0.0035,10.2,Dataset 02.xlsx,78
82,M03,11.43,0.001,7.41,Dataset 03.xlsx,78
82,M04,10.31,0.0005,6.46,Dataset 04.xlsx,78
82,M05,10.39,0.002,6.93,Dataset 05.xlsx,78
82,M06,13.88,0.0015,8.91,Dataset 06.xlsx,78
82,M07,15.51,0.0196,10.32,Dataset 07.xlsx,78
82,M08,19.92,0.0003,20.89,Dataset 08.xlsx,78
82,M09,18.41,0.0014,18.74,Dataset 09.xlsx,78
82,M10,21.64,0.0006,15.03,Dataset 10.xlsx,78
82,M11,20.64,0.0007,14.58,Dataset 11.xlsx,78
82,M12,28.62,0.0013,29.38,Dataset 12.xlsx,78
82,M13,28.87,0.0006,21.73,Dataset 13.xlsx,78
82,M14,25.21,0.0006,32.61,Dataset 14.xlsx,78
82,M15,29.79,0,17.62,Dataset 15.xlsx,78
82,M16,57.44,0.0002,44.95,Dataset 16.xlsx,78
82,M17,7.68,0.004,7.35,Dataset 17.xlsx,78
82,M18,10.97,0.0019,6.62,Dataset 18.xlsx,78
82,M19,9.69,0.0005,6.1,Dataset 19.xlsx,78
82,M20,11.73,0,17.77,Dataset 20.xlsx,78
82,M21,8.83,0.0008,5.26,Dataset 21.xlsx,78
82,M22,22.22,0.0007,17.36,Dataset 22.xlsx,78
82,M23,18.95,0.0004,24.26,Dataset 23.xlsx,78
82,M24,22.56,0,13.46,Dataset 24.xlsx,78
82,M25,14.83,0.0007,10.41,Dataset 25.xlsx,83
82,M26,13.55,0.001,16.37,Dataset 26.xlsx,83
82,M27,17.94,0.0008,12.91,Dataset 27.xlsx,83
82,M28,15.88,0.0005,19.36,Dataset 28.xlsx,83
82,M29,18.13,0.0011,9.86,Dataset 29.xlsx,83
82,M30,11.23,0.0031,7.32,Dataset 30.xlsx,83
83,M01,7.16,0.0021,4.64,Dataset 01.xlsx,79
83,M02,9.78,0.0015,9.69,Dataset 02.xlsx,79
83,M03,10.28,0.0016,6.57,Dataset 03.xlsx,79
83,M04,9.86,0.0031,6.13,Dataset 04.xlsx,79
83,M05,9.96,0.0007,6.6,Dataset 05.xlsx,79
83,M06,12.78,0.0013,8.13,Dataset 06.xlsx,79
83,M07,14.01,0.0004,9.23,Dataset 07.xlsx,79
83,M08,18.42,0.0004,19.24,Dataset 08.xlsx,79
83,M09,17.23,0.0006,17.48,Dataset 09.xlsx,79
83,M10,20.03,0.0009,13.84,Dataset 10.xlsx,79
83,M11,19.11,0.0018,13.42,Dataset 11.xlsx,79
83,M12,26.13,0.0007,26.74,Dataset 12.xlsx,79
83,M13,26.18,0.0015,19.61,Dataset 13.xlsx,79
83,M14,22.85,0.0008,29.47,Dataset 14.xlsx,79
83,M15,26.21,0.0016,15.38,Dataset 15.xlsx,79
83,M16,54.56,0.0001,42.65,Dataset 16.xlsx,79
83,M17,7.19,0.0037,6.82,Dataset 17.xlsx,79
83,M18,10.05,0.0021,5.98,Dataset 18.xlsx,79
83,M19,8.96,0.0006,5.56,Dataset 19.xlsx,79
83,M25,14.05,0.0015,9.81,Dataset 25.xlsx,84
83,M26,12.8,0.0012,15.41,Dataset 26.xlsx,84
83,M27,16.54,0.004,11.82,Dataset 27.xlsx,84
83,M28,14.61,0.0017,17.73,Dataset 28.xlsx,84
83,M29,16.51,0.0017,8.89,Dataset 29.xlsx,84
83,M30,10.09,0.0016,6.47,Dataset 30.xlsx,84
84,M01,8.01,0.0015,5.31,Dataset 01.xlsx,80
84,M02,10.59,0.0005,10.57,Dataset 02.xlsx,80
84,M03,11.93,0.0005,7.78,Dataset 03.xlsx,80
84,M04,11.14,0.0004,7.06,Dataset 04.xlsx,80
84,M05,11.25,0.0013,7.59,Dataset 05.xlsx,80
84,M06,14.75,0.0005,9.53,Dataset 06.xlsx,80
84,M07,16.62,0,11.13,Dataset 07.xlsx,80
84,M08,20.92,0.0003,21.99,Dataset 08.xlsx,80
84,M09,19.84,0.0005,20.27,Dataset 09.xlsx,80
84,M10,22.5,0.0003,15.67,Dataset 10.xlsx,80
84,M11,21.77,0.0003,15.43,Dataset 11.xlsx,80
84,M12,30.47,0.0003,31.34,Dataset 12.xlsx,80
84,M13,31.84,0.0002,24.07,Dataset 13.xlsx,80
84,M14,28.53,0.0002,37.04,Dataset 14.xlsx,80
84,M15,31.83,0.0002,18.89,Dataset 15.xlsx,80
84,M16,60.78,0.0003,47.62,Dataset 16.xlsx,80
84,M17,8.3,0.002,8.02,Dataset 17.xlsx,80
84,M18,11.56,0.0006,7.03,Dataset 18.xlsx,80
84,M19,9.93,0.0006,6.27,Dataset 19.xlsx,80
84,M20,11.96,0.0002,18.14,Dataset 20.xlsx,79
84,M21,9.28,0,5.58,Dataset 21.xlsx,79
84,M22,22.96,0.0002,17.98,Dataset 22.xlsx,79
84,M23,19.57,0,25.09,Dataset 23.xlsx,79
84,M24,23.54,0.0002,14.09,Dataset 24.xlsx,79
84,M25,15.35,0,10.81,Dataset 25.xlsx,85
84,M26,14.14,0.0004,17.13,Dataset 26.xlsx,85
84,M27,19.12,0.0005,13.82,Dataset 27.xlsx,85
84,M28,17.19,0,21.04,Dataset 28.xlsx,85
84,M29,18.84,0.0004,10.28,Dataset 29.xlsx,85
84,M30,11.99,0,7.88,Dataset 30.xlsx,85
85,M01,8.01,0.0015,5.31,Dataset 01.xlsx,81
85,M02,10.65,0.0008,10.64,Dataset 02.xlsx,81
85,M03,12.06,0.0004,7.88,Dataset 03.xlsx,81
85,M04,11.26,0.0004,7.14,Dataset 04.xlsx,81
85,M05,11.38,0.0006,7.68,Dataset 05.xlsx,81
85,M06,14.82,0,9.59,Dataset 06.xlsx,81
85,M07,16.82,0,11.28,Dataset 07.xlsx,81
85,M08,21.13,0.0003,22.21,Dataset 08.xlsx,81
85,M09,20.03,0.0002,20.48,Dataset 09.xlsx,81
85,M10,22.69,0.0003,15.8,Dataset 10.xlsx,81
85,M11,21.97,0.0003,15.58,Dataset 11.xlsx,81
85,M12,30.8,0.0002,31.69,Dataset 12.xlsx,81
85,M13,32.1,0.0002,24.28,Dataset 13.xlsx,81
85,M14,28.82,0.0004,37.43,Dataset 14.xlsx,81
85,M15,32.24,0.0007,19.15,Dataset 15.xlsx,81
85,M16,61.02,0.0003,47.82,Dataset 16.xlsx,81
85,M17,8.36,0.0012,8.08,Dataset 17.xlsx,81
85,M18,11.68,0.0012,7.11,Dataset 18.xlsx,81
85,M19,10.05,0.0006,6.37,Dataset 19.xlsx,81
85,M20,12.04,0.0006,18.26,Dataset 20.xlsx,80
85,M21,9.4,0,5.66,Dataset 21.xlsx,80
85,M22,23.2,0.0005,18.17,Dataset 22.xlsx,80
85,M23,19.79,0.0007,25.39,Dataset 23.xlsx,80
85,M24,23.89,0.0008,14.31,Dataset 24.xlsx,80
85,M25,15.35,0.0001,10.81,Dataset 25.xlsx,86
85,M26,14.14,0.0007,17.13,Dataset 26.xlsx,86
85,M27,19.12,0.0005,13.82,Dataset 27.xlsx,86
85,M28,17.31,0,21.19,Dataset 28.xlsx,86
85,M29,19.02,0.0011,10.39,Dataset 29.xlsx,86
85,M30,12.12,0,7.97,Dataset 30.xlsx,86
86,M01,4.92,0.0014,2.87,Dataset 01.xlsx,82
86,M02,6.54,0.002,6.14,Dataset 02.xlsx,82
86,M03,5.55,0.0015,3.09,Dataset 03.xlsx,82
86,M04,5.3,0.0009,2.84,Dataset 04.xlsx,82
86,M05,5.14,0.0014,2.92,Dataset 05.xlsx,82
86,M06,7.04,0.002,4.03,Dataset 06.xlsx,82
86,M07,7.16,0.001,4.22,Dataset 07.xlsx,82
86,M08,9.46,0.0007,9.4,Dataset 08.xlsx,82
86,M09,8.51,0.0017,8.13,Dataset 09.xlsx,82
86,M10,11.08,0.0008,7.21,Dataset 10.xlsx,82
86,M11,10.17,0.0007,6.67,Dataset 11.xlsx,82
86,M12,11.56,0.0011,11.27,Dataset 12.xlsx,82
86,M13,11.52,0.0007,8.07,Dataset 13.xlsx,82
86,M14,8.96,0.002,10.95,Dataset 14.xlsx,82
86,M15,11.48,0.0006,6.17,Dataset 15.xlsx,82
86,M16,21.7,0.0007,16.36,Dataset 16.xlsx,82
86,M17,3.82,0.0063,3.15,Dataset 17.xlsx,82
86,M18,5.78,0.0024,3.01,Dataset 18.xlsx,82
86,M19,5.39,0.0009,2.95,Dataset 19.xlsx,82
86,M20,7.36,0.0003,10.77,Dataset 20.xlsx,81
86,M21,5.47,0.0013,2.88,Dataset 21.xlsx,81
86,M22,11.32,0.0015,8.36,Dataset 22.xlsx,81
86,M23,9.34,0,11.45,Dataset 23.xlsx,81
86,M24,11.44,0.0005,6.33,Dataset 24.xlsx,81
86,M25,6.26,0.0013,3.82,Dataset 25.xlsx,87
86,M26,4.26,0.0035,4.46,Dataset 26.xlsx,87
86,M27,6.81,0.001,4.28,Dataset 27.xlsx,87
86,M28,5.24,0.0016,5.72,Dataset 28.xlsx,87
86,M29,6.82,0,3.08,Dataset 29.xlsx,87
86,M30,4.19,0.0037,2.1,Dataset 30.xlsx,87
87,M25,13.99,0.0007,9.76,Dataset 25.xlsx,88
87,M26,12.73,0.0008,15.32,Dataset 26.xlsx,88
87,M27,16.32,0.0004,11.65,Dataset 27.xlsx,88
87,M28,14.41,0.0006,17.47,Dataset 28.xlsx,88
87,M29,16.31,0.0009,8.77,Dataset 29.xlsx,88
87,M30,9.93,0.0007,6.36,Dataset 30.xlsx,88
88,M01,6.15,0.0023,3.84,Dataset 01.xlsx,83
88,M02,8.16,0.001,7.92,Dataset 02.xlsx,83
88,M03,7.46,0.0008,4.49,Dataset 03.xlsx,83
88,M04,6.9,0.0008,3.99,Dataset 04.xlsx,83
88,M05,6.84,0,4.22,Dataset 05.xlsx,83
88,M06,9.48,0.0007,5.77,Dataset 06.xlsx,83
88,M07,9.85,0.0309,6.19,Dataset 07.xlsx,83
88,M08,13.68,0.0005,14.03,Dataset 08.xlsx,83
88,M09,12.67,0.0025,12.59,Dataset 09.xlsx,83
88,M10,15.41,0.0005,10.41,Dataset 10.xlsx,83
88,M11,14.59,0.0015,10.01,Dataset 11.xlsx,83
88,M12,18.23,0.0012,18.35,Dataset 12.xlsx,83
88,M13,17.43,0.0014,12.72,Dataset 13.xlsx,83
88,M14,14.34,0.0012,18.12,Dataset 14.xlsx,83
88,M15,17.43,0.0007,9.89,Dataset 15.xlsx,83
88,M16,39.31,0.0007,30.45,Dataset 16.xlsx,83
88,M17,5.59,0.003,5.08,Dataset 17.xlsx,83
88,M18,7.5,0,4.21,Dataset 18.xlsx,83
88,M19,5.97,0.001,3.37,Dataset 19.xlsx,83
88,M20,8,0.0005,11.79,Dataset 20.xlsx,82
88,M21,5.83,0.0036,3.13,Dataset 21.xlsx,82
88,M22,12.41,0.0013,9.26,Dataset 22.xlsx,82
88,M23,10.52,0.0005,13.03,Dataset 23.xlsx,82
88,M24,12.53,0.0008,7.03,Dataset 24.xlsx,82
88,M25,12.23,0.0017,8.41,Dataset 25.xlsx,89
88,M26,10.73,0.0013,12.76,Dataset 26.xlsx,89
88,M27,12.64,0.0008,8.8,Dataset 27.xlsx,89
88,M28,10.61,0.0023,12.6,Dataset 28.xlsx,89
88,M29,12.45,0.0006,6.45,Dataset 29.xlsx,89
88,M30,7.49,0.0043,4.55,Dataset 30.xlsx,89
89,M01,7.62,0.0019,5,Dataset 01.xlsx,84
89,M02,10.11,0.0014,10.05,Dataset 02.xlsx,84
89,M03,10.79,0.0009,6.94,Dataset 03.xlsx,84
89,M04,9.86,0.0015,6.13,Dataset 04.xlsx,84
89,M05,9.96,0,6.6,Dataset 05.xlsx,84
89,M06,13.5,0.001,8.64,Dataset 06.xlsx,84
89,M07,14.8,0.0014,9.8,Dataset 07.xlsx,84
89,M08,19.19,0.0003,20.09,Dataset 08.xlsx,84
89,M09,17.82,0.0007,18.1,Dataset 09.xlsx,84
89,M10,20.85,0.0005,14.44,Dataset 10.xlsx,84
89,M11,19.94,0.0014,14.05,Dataset 11.xlsx,84
89,M12,27.24,0.0002,27.91,Dataset 12.xlsx,84
89,M13,27.89,0.0011,20.96,Dataset 13.xlsx,84
89,M14,24.04,0.0009,31.05,Dataset 14.xlsx,84
89,M15,27.95,0.001,16.47,Dataset 15.xlsx,84
89,M16,56.27,0.0001,44.02,Dataset 16.xlsx,84
89,M17,7.59,0.0032,7.25,Dataset 17.xlsx,84
89,M18,10.41,0.0041,6.23,Dataset 18.xlsx,84
89,M19,9.2,0.0006,5.74,Dataset 19.xlsx,84
89,M20,11.4,0.0008,17.24,Dataset 20.xlsx,83
89,M21,8.6,0,5.1,Dataset 21.xlsx,83
89,M22,21.26,0.0009,16.57,Dataset 22.xlsx,83
89,M23,17.84,0.0017,22.79,Dataset 23.xlsx,83
89,M24,21.76,0.0011,12.95,Dataset 24.xlsx,83
89,M25,14.7,0,10.31,Dataset 25.xlsx,90
89,M26,13.35,0.0013,16.12,Dataset 26.xlsx,90
89,M27,17.56,0.0016,12.61,Dataset 27.xlsx,90
89,M28,15.45,0,18.81,Dataset 28.xlsx,90
89,M29,17.43,0.0008,9.44,Dataset 29.xlsx,90
89,M30,10.85,0.0022,7.04,Dataset 30.xlsx,90
90,M01,4.51,0.0016,2.55,Dataset 01.xlsx,85
90,M02,5.82,0.0014,5.36,Dataset 02.xlsx,85
90,M03,5.09,0.0011,2.74,Dataset 03.xlsx,85
90,M04,4.88,0.0017,2.53,Dataset 04.xlsx,85
90,M05,4.69,0.003,2.58,Dataset 05.xlsx,85
90,M06,6.44,0,3.6,Dataset 06.xlsx,85
90,M07,6.33,0.0034,3.62,Dataset 07.xlsx,85
90,M08,7.69,0.0009,7.45,Dataset 08.xlsx,85
90,M09,6.82,0.0025,6.31,Dataset 09.xlsx,85
90,M10,9.24,0.0007,5.84,Dataset 10.xlsx,85
90,M11,8.27,0.0009,5.24,Dataset 11.xlsx,85
90,M12,8.82,0.0046,8.36,Dataset 12.xlsx,85
90,M13,9.31,0.0009,6.33,Dataset 13.xlsx,85
90,M14,6.87,0.004,8.16,Dataset 14.xlsx,85
90,M15,9.29,0.0023,4.8,Dataset 15.xlsx,85
90,M16,15.27,0.0003,11.22,Dataset 16.xlsx,85
90,M17,2.93,0.0034,2.18,Dataset 17.xlsx,85
90,M18,5.29,0.0011,2.67,Dataset 18.xlsx,85
90,M19,4.91,0.0013,2.6,Dataset 19.xlsx,85
90,M20,6.15,0.0012,8.83,Dataset 20.xlsx,84
90,M21,4.95,0,2.51,Dataset 21.xlsx,84
90,M22,9.16,0.0028,6.57,Dataset 22.xlsx,84
90,M23,7.33,0.001,8.77,Dataset 23.xlsx,84
90,M24,9.24,0.002,4.92,Dataset 24.xlsx,84
90,M25,5.93,0.0004,3.56,Dataset 25.xlsx,91
90,M26,4.04,0.0056,4.18,Dataset 26.xlsx,91
90,M27,6.61,0,4.12,Dataset 27.xlsx,91
90,M28,5.14,0,5.59,Dataset 28.xlsx,91
90,M29,6.58,0.0011,2.94,Dataset 29.xlsx,91
90,M30,4.08,0.0023,2.02,Dataset 30.xlsx,91
91,M25,14.15,0.0022,9.88,Dataset 25.xlsx,92
91,M26,12.9,0.0012,15.54,Dataset 26.xlsx,92
91,M27,16.68,0.0004,11.93,Dataset 27.xlsx,92
91,M28,14.79,0.0017,17.96,Dataset 28.xlsx,92
91,M29,16.71,0.0004,9,Dataset 29.xlsx,92
91,M30,10.23,0,6.58,Dataset 30.xlsx,92
92,M01,6.67,0.0011,4.25,Dataset 01.xlsx,86
92,M02,8.9,0,8.73,Dataset 02.xlsx,86
92,M03,8.66,0.0006,5.37,Dataset 03.xlsx,86
92,M04,7.92,0.0006,4.73,Dataset 04.xlsx,86
92,M05,7.85,0,4.99,Dataset 05.xlsx,86
92,M06,10.89,0.0013,6.78,Dataset 06.xlsx,86
92,M07,11.64,0.0018,7.5,Dataset 07.xlsx,86
92,M08,15.88,0.0004,16.45,Dataset 08.xlsx,86
92,M09,14.72,0.0035,14.78,Dataset 09.xlsx,86
92,M10,17.56,0.0003,12.01,Dataset 10.xlsx,86
92,M11,16.65,0.006,11.57,Dataset 11.xlsx,86
92,M12,21.91,0.001,22.25,Dataset 12.xlsx,86
92,M13,21.18,0.0053,15.68,Dataset 13.xlsx,86
92,M14,17.75,0.0003,22.67,Dataset 14.xlsx,86
92,M15,21.33,0.0007,12.33,Dataset 15.xlsx,86
92,M16,47.62,0.0002,37.1,Dataset 16.xlsx,86
92,M17,6.33,0.0038,5.88,Dataset 17.xlsx,86
92,M18,8.55,0.0025,4.94,Dataset 18.xlsx,86
92,M19,7.16,0.0008,4.25,Dataset 19.xlsx,86
92,M20,9.5,0.0005,14.2,Dataset 20.xlsx,85
92,M21,6.92,0.0123,3.9,Dataset 21.xlsx,85
92,M22,15.84,0.0004,12.09,Dataset 22.xlsx,85
92,M23,13.31,0.0005,16.74,Dataset 23.xlsx,85
92,M24,16.25,0.0007,9.42,Dataset 24.xlsx,85
92,M25,13.14,0.0065,9.11,Dataset 25.xlsx,93
92,M26,11.77,0.0004,14.09,Dataset 26.xlsx,93
92,M27,14.43,0.0004,10.18,Dataset 27.xlsx,93
92,M28,12.35,0.008,14.83,Dataset 28.xlsx,93
92,M29,14.35,0.0015,7.59,Dataset 29.xlsx,93
92,M30,8.68,0.0014,5.43,Dataset 30.xlsx,93
93,M01,5.81,0.0037,3.57,Dataset 01.xlsx,87
93,M02,7.77,0,7.49,Dataset 02.xlsx,87
93,M03,6.88,0.0012,4.07,Dataset 03.xlsx,87
93,M04,6,0.0036,3.34,Dataset 04.xlsx,87
93,M05,5.89,0.0012,3.49,Dataset 05.xlsx,87
93,M06,8.68,0.0016,5.2,Dataset 06.xlsx,87
93,M07,9.05,0.002,5.6,Dataset 07.xlsx,87
93,M08,12.75,0.0005,13.01,Dataset 08.xlsx,87
93,M09,10.62,0.0009,10.39,Dataset 09.xlsx,87
93,M10,14.39,0.0007,9.66,Dataset 10.xlsx,87
93,M11,12.84,0.0011,8.69,Dataset 11.xlsx,87
93,M12,16.81,0.003,16.85,Dataset 12.xlsx,87
