compound_id,name,source_smiles,source_inchi,source_formula,inchi_connectivity_matches,source_inchikey,generated_inchikey,canonical_smiles,group_parent_key,compound_group,rdkit_formula,fragment_count,mol_MolWt,mol_MolLogP,mol_TPSA,mol_NumHDonors,mol_NumHAcceptors,mol_NumRotatableBonds,mol_RingCount,mol_NumAromaticRings,mol_NumAliphaticRings,mol_FractionCSP3,mol_HeavyAtomCount,mol_NHOHCount,mol_NOCount,mol_LabuteASA,mol_BertzCT,mol_BalabanJ,mol_Chi0v,mol_Chi1v,mol_Kappa1,mol_Kappa2,mol_FormalCharge
206,Florfenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,"InChI=1S/C12H14Cl2FNO4S/c1-21(19,20)8-4-2-7(3-5-8)10(17)9(6-15)16-12(18)11(13)14/h2-5,9-11,17H,6H2,1H3,(H,16,18)/t9-,10-/m1/s1",C12H14Cl2FNO4S,True,AYIRNRDRBQJXIF-NXEZZACHSA-N,AYIRNRDRBQJXIF-NXEZZACHSA-N,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,[CH3]-[S](=[O])(=[O])-[c]1:[cH]:[cH]:[c](-[CH](-[OH])-[CH](-[CH2]-[F])-[N]:[C](:[O])-[CH](-[Cl])-[Cl]):[cH]:[cH]:1_1_0,0d9eb3b0a99cf6cda943a473,C12H14Cl2FNO4S,1,358.218,1.3815,83.47,2,4,6,1,1,0,0.416666666667,21,2,5,131.52414008,591.77991905,2.90051531525,13.2910133149,8.55498315802,18.1597265042,7.39627715552,0
207,Enrofloxacin,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,"InChI=1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",C19H22FN3O3,True,SPFYMRJSYKOXGV-UHFFFAOYSA-N,SPFYMRJSYKOXGV-UHFFFAOYSA-N,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,[CH3]-[CH2]-[N]1-[CH2]-[CH2]-[N](:[C]2:[C]:[C]3:[C](:[C]:[C]:2-[F]):[C](:[O]):[C](:[C](:[O]):[O]):[C]:[N]:3-[CH]2-[CH2]-[CH2]-2)-[CH2]-[CH2]-1_4_0,e126558238eca2d023f43fe8,C19H22FN3O3,1,359.401,2.3156,65.78,1,4,4,4,2,2,0.473684210526,26,1,6,149.982926651,927.751757199,1.83423830246,14.742463981,9.08256656489,17.026435129,6.39121478699,0
208,Chlorthiophos,CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)SC)Cl,"InChI=1S/C11H15Cl2O3PS2/c1-4-14-17(18,15-5-2)16-10-6-9(13)11(19-3)7-8(10)12/h6-7H,4-5H2,1-3H3",C11H15Cl2O3PS2,True,JAZJVWLGNLCNDD-UHFFFAOYSA-N,JAZJVWLGNLCNDD-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,[CH3]-[CH2]-[O]-[P](=[S])(-[O]-[CH2]-[CH3])-[O]-[c]1:[cH]:[c](-[Cl]):[c](-[S]-[CH3]):[cH]:[c]:1-[Cl]_0_0,7e8108e8aa1d6afff73a1bc0,C11H15Cl2O3PS2,1,361.252,5.3916,27.69,0,5,7,1,1,0,0.454545454545,19,0,3,132.706319962,475.253256579,3.03021034457,14.8525763395,10.1077345863,17.5712295082,8.08280583936,0
209,Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",C18H20FN3O4,True,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[CH3]-[CH]1-[CH2]-[O]:[C]2:[C](:[N]3-[CH2]-[CH2]-[N](-[CH3])-[CH2]-[CH2]-3):[C](-[F]):[C]:[C]3:[C](:[O]):[C](:[C](:[O]):[O]):[C]:[N]-1:[C]:3:2_3_0,ae21572dff8704af71227db3,C18H20FN3O4,1,361.373,1.544,75.01,1,5,2,4,2,2,0.444444444444,26,1,7,148.731529766,963.288148299,2.0040889154,14.6591484399,8.59099660254,16.8368029259,5.9797745422,0
210,Oxyfluorfen,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],"InChI=1S/C15H11ClF3NO4/c1-2-23-14-8-10(4-5-12(14)20(21)22)24-13-6-3-9(7-11(13)16)15(17,18)19/h3-8H,2H2,1H3",C15H11ClF3NO4,True,OQMBBFQZGJFLBU-UHFFFAOYSA-N,OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],[CH3]-[CH2]-[O]-[c]1:[cH]:[c](-[O]-[c]2:[cH]:[cH]:[c](-[C](-[F])(-[F])-[F]):[cH]:[c]:2-[Cl]):[cH]:[cH]:[c]:1-[N+](=[O])-[O-]_0_0,f64cb299dc715625ad27bbf2,C15H11ClF3NO4,1,361.703,5.458,61.6,0,4,5,2,2,0,0.2,24,0,5,139.263262286,764.869763221,2.31039033222,13.0192019917,7.05687068335,17.8673525802,6.95871360951,0
211,Bezafibrate,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,"InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)",C19H20ClNO4,True,IIBYAHWJQTYFKB-UHFFFAOYSA-N,IIBYAHWJQTYFKB-UHFFFAOYSA-N,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,[CH3]-[C](-[CH3])(-[O]-[c]1:[cH]:[cH]:[c](-[CH2]-[CH2]-[N]:[C](:[O]):[C]2:[C]:[C]:[C](-[Cl]):[C]:[C]:2):[cH]:[cH]:1)-[C](:[O]):[O]_6_0,777595a9cfdca90527f5358e,C19H20ClNO4,1,361.825,3.5545,75.63,2,3,7,2,2,0,0.263157894737,25,2,5,151.127043719,739.02433889,1.84196096989,14.8388676018,8.20689127947,18.8035990483,8.03075367361,0
212,2-Ethylhexyl diphenyl phosphate,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,"InChI=1S/C20H27O4P/c1-3-5-12-18(4-2)17-22-25(21,23-19-13-8-6-9-14-19)24-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3",C20H27O4P,True,CGSLYBDCEGBZCG-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,[CH3]-[CH2]-[CH2]-[CH2]-[CH](-[CH2]-[CH3])-[CH2]-[O]-[P](=[O])(-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1)-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1_0_0,d69a1a66fdf392a9c7131312,C20H27O4P,1,362.406,6.4855,44.76,0,4,11,2,2,0,0.4,25,0,4,150.298280604,599.760433741,2.08927064753,15.8610208154,10.3481392939,19.5533559799,10.2729572909,0
213,Hydrocorticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",C21H30O5,True,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[CH3]-[C]12-[CH2]-[C]:[C](:[O]):[C]:[C]-1-[CH2]-[CH2]-[CH]1-[CH]-2-[CH](-[OH])-[CH2]-[C]2(-[CH3])-[CH]-1-[CH2]-[CH2]-[C]-2(-[OH])-[C](:[O]):[C]-[OH]_5_0,a9ddfab67a2904172e0f1116,C21H30O5,1,362.466,1.7816,94.83,3,5,2,4,0,4,0.809523809524,26,3,5,154.030911126,683.888921754,1.7350832012,15.7017429629,9.95704749731,18.3292153721,5.72762274029,0
214,Perfluoroheptanoic acid,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C7HF13O2/c8-2(9,1(21)22)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)20/h(H,21,22)",C7HF13O2,True,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]:[C](:[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_1_0,c27fe310a5abf32c690a710e,C7HF13O2,1,364.057,3.8098,37.3,1,1,5,0,0,0,0.857142857143,22,1,2,110.036619804,447.795183329,6.29327833206,9.26900003508,4.38450001754,20.56,4.77610237252,0
215,Pyridaben,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,"InChI=1S/C19H25ClN2OS/c1-18(2,3)14-9-7-13(8-10-14)12-24-15-11-21-22(19(4,5)6)17(23)16(15)20/h7-11H,12H2,1-6H3",C19H25ClN2OS,True,DWFZBUWUXWZWKD-UHFFFAOYSA-N,DWFZBUWUXWZWKD-UHFFFAOYSA-N,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,[CH3]-[C](-[CH3])(-[CH3])-[c]1:[cH]:[cH]:[c](-[CH2]-[S]-[C]2:[C]:[N]:[N](-[C](-[CH3])(-[CH3])-[CH3]):[C](:[O]):[C]:2-[Cl]):[cH]:[cH]:1_1_0,4a4758acbcb6cbd3b156ade0,C19H25ClN2OS,1,364.942,5.2415,34.89,0,3,3,2,2,0,0.473684210526,24,0,3,152.978595724,767.924514048,2.15548807186,16.755171899,9.36847690971,19.069886605,6.9278542119,0
216,Diacetoxyscirpenol,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,"InChI=1S/C19H26O7/c1-10-5-6-18(8-23-11(2)20)13(7-10)26-16-14(22)15(25-12(3)21)17(18,4)19(16)9-24-19/h7,13-16,22H,5-6,8-9H2,1-4H3/t13-,14-,15-,16-,17-,18-,19-/m1/s1",C19H26O7,True,AUGQEEXBDZWUJY-ZLJUKNTDSA-N,AUGQEEXBDZWUJY-ZLJUKNTDSA-N,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]12CO2,[CH3]-[C](=[O])-[O]-[CH2]-[C]12-[CH2]-[CH2]-[C](-[CH3])=[CH]-[CH]-1-[O]-[CH]1-[CH](-[OH])-[CH](-[O]-[C](-[CH3])=[O])-[C]-2(-[CH3])-[C]-12-[CH2]-[O]-2_0_0,1ccc85fbc14570d427fc4054,C19H26O7,1,366.41,1.1249,94.59,1,7,3,4,0,4,0.789473684211,26,1,7,152.166740311,681.375120897,1.85600545855,15.611881809,9.13219076704,17.9481837964,5.53130407057,0
217,Anilofos,CC(C)N(C1=CC=C(C=C1)Cl)C(=O)CSP(=S)(OC)OC,"InChI=1S/C13H19ClNO3PS2/c1-10(2)15(12-7-5-11(14)6-8-12)13(16)9-21-19(20,17-3)18-4/h5-8,10H,9H2,1-4H3",C13H19ClNO3PS2,True,NXQDBZGWYSEGFL-UHFFFAOYSA-N,NXQDBZGWYSEGFL-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,[CH3]-[O]-[P](=[S])(-[O]-[CH3])-[S]-[CH2]-[C](:[O]):[N](:[C]1:[C]:[C]:[C](-[Cl]):[C]:[C]:1)-[CH](-[CH3])-[CH3]_4_0,f0be075ce70bbd3bac1c7259,C13H19ClNO3PS2,1,367.86,4.3319,38.77,0,5,7,1,1,0,0.461538461538,21,0,4,139.60266287,516.652586967,2.84207020756,15.6908405423,10.8704069188,18.94784689,8.51100800996,0
218,Tris(4-methylphenyl) phosphate,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,"InChI=1S/C21H21O4P/c1-16-4-10-19(11-5-16)23-26(22,24-20-12-6-17(2)7-13-20)25-21-14-8-18(3)9-15-21/h4-15H,1-3H3",C21H21O4P,True,BOSMZFBHAYFUBJ-UHFFFAOYSA-N,BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,[CH3]-[c]1:[cH]:[cH]:[c](-[O]-[P](=[O])(-[O]-[c]2:[cH]:[cH]:[c](-[CH3]):[cH]:[cH]:2)-[O]-[c]2:[cH]:[cH]:[c](-[CH3]):[cH]:[cH]:2):[cH]:[cH]:1_0_0,95e26b96bfdbe684ce63928e,C21H21O4P,1,368.369,6.25676,44.76,0,4,6,3,3,0,0.142857142857,26,0,4,153.530664238,777.812578706,1.87696061309,15.9028371786,9.76736428085,18.0922244455,7.67162657585,0
219,Fleroxacin,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,"InChI=1S/C17H18F3N3O3/c1-21-4-6-22(7-5-21)15-12(19)8-10-14(13(15)20)23(3-2-18)9-11(16(10)24)17(25)26/h8-9H,2-7H2,1H3,(H,25,26)",C17H18F3N3O3,True,XBJBPGROQZJDOJ-UHFFFAOYSA-N,XBJBPGROQZJDOJ-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,[CH3]-[N]1-[CH2]-[CH2]-[N](:[C]2:[C](-[F]):[C]:[C]3:[C](:[O]):[C](:[C](:[O]):[O]):[C]:[N](-[CH2]-[CH2]-[F]):[C]:3:[C]:2-[F])-[CH2]-[CH2]-1_3_0,0658d6d6c98ecbd57359ccef,C17H18F3N3O3,1,369.343,1.6992,65.78,1,4,4,3,2,1,0.411764705882,26,1,6,146.589944382,921.079770477,2.27376594138,14.1365856075,8.12687111775,18.2473568112,6.98679901109,0
220,Ochratoxin B,C[C@@H]1CC2=C(C(=C(C=C2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,"InChI=1S/C20H19NO6/c1-11-9-13-7-8-14(17(22)16(13)20(26)27-11)18(23)21-15(19(24)25)10-12-5-3-2-4-6-12/h2-8,11,15,22H,9-10H2,1H3,(H,21,23)(H,24,25)/t11-,15+/m1/s1",C20H19NO6,True,DAEYIVCTQUFNTM-ABAIWWIYSA-N,DAEYIVCTQUFNTM-ABAIWWIYSA-N,C[C@@H]1Cc2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,[CH3]-[CH]1-[CH2]-[C]2:[C]:[C]:[C](:[C](:[O]):[N]-[CH](-[CH2]-[c]3:[cH]:[cH]:[cH]:[cH]:[cH]:3)-[C](:[O]):[O]):[C](:[O]):[C]:2:[C](:[O])-[O]-1_5_0,d62a7d47244b4b6f5813dc91,C20H19NO6,1,369.373,1.9193,112.93,3,5,5,3,2,1,0.25,27,3,7,155.138644305,892.844991402,1.83593219064,14.6377863379,8.49908354236,18.4413546048,7.4895210658,0
221,Bis(2-ethylhexyl) adipate,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",C22H42O4,True,SAOKZLXYCUGLFA-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,[CH3]-[CH2]-[CH2]-[CH2]-[CH](-[CH2]-[CH3])-[CH2]-[O]-[C](=[O])-[CH2]-[CH2]-[CH2]-[CH2]-[C](=[O])-[O]-[CH2]-[CH](-[CH2]-[CH3])-[CH2]-[CH2]-[CH2]-[CH3]_0_0,b2055287b28edac3e1fa6789,C22H42O4,1,370.574,6.066,52.6,0,4,17,0,0,0,0.909090909091,26,0,4,160.953170089,320.051410267,3.73174471531,17.6871886368,10.8788704988,24.94,17.3586437567,0
222,Pyrazophos,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C,"InChI=1S/C14H20N3O5PS/c1-5-19-14(18)11-9-17-12(15-10(11)4)8-13(16-17)22-23(24,20-6-2)21-7-3/h8-9H,5-7H2,1-4H3",C14H20N3O5PS,True,JOOMJVFZQRQWKR-UHFFFAOYSA-N,JOOMJVFZQRQWKR-UHFFFAOYSA-N,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,[C]:[C]1:[N]:[C]2:[C]:[C](:[O]-[P](=[S])(-[O]-[CH2]-[CH3])-[O]-[CH2]-[CH3]):[N]:[N]:2:[C]:[C]:1:[C](:[O])-[O]-[CH2]-[CH3]_5_0,6031d890eca7dc3190572968,C14H20N3O5PS,1,373.371,2.89072,84.18,0,8,8,2,2,0,0.5,24,0,8,144.872481081,769.100840649,2.33754092993,15.7252887786,10.1047050126,18.7937381507,8.02396643145,0
223,Etofenprox,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,"InChI=1S/C25H28O3/c1-4-27-22-15-13-21(14-16-22)25(2,3)19-26-18-20-9-8-12-24(17-20)28-23-10-6-5-7-11-23/h5-17H,4,18-19H2,1-3H3",C25H28O3,True,YREQHYQNNWYQCJ-UHFFFAOYSA-N,YREQHYQNNWYQCJ-UHFFFAOYSA-N,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,[CH3]-[CH2]-[O]-[c]1:[cH]:[cH]:[c](-[C](-[CH3])(-[CH3])-[CH2]-[O]-[CH2]-[c]2:[cH]:[cH]:[cH]:[c](-[O]-[c]3:[cH]:[cH]:[cH]:[cH]:[cH]:3):[cH]:2):[cH]:[cH]:1_0_0,a0b2ab35e6b6a3ad3cb8099a,C25H28O3,1,376.496,6.372,27.69,0,3,9,3,3,0,0.28,28,0,3,167.440822021,854.476138061,1.55456486916,16.8516187144,9.69602941447,19.9671977049,9.42639929132,0
224,NaDONA,C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,"InChI=1S/C7H2F12O4/c8-1(3(9,10)2(20)21)22-5(13,14)4(11,12)6(15,16)23-7(17,18)19/h1H,(H,20,21)",C7H2F12O4,True,AFDRCEOKCOUICI-UHFFFAOYSA-N,AFDRCEOKCOUICI-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,[O]:[C](:[O])-[C](-[F])(-[F])-[CH](-[F])-[O]-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[O]-[C](-[F])(-[F])-[F]_1_0,4cccd12bc977cd4d2a471e4a,C7H2F12O4,1,378.065,3.3758,55.76,1,3,7,0,0,0,0.857142857143,23,1,4,116.098174861,443.180379901,5.50993895813,9.78488241219,4.61150326545,21.55,5.87936722553,0
225,Neosolaniol,CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,"InChI=1S/C19H26O8/c1-9-5-13-18(6-12(9)22,7-24-10(2)20)17(4)15(26-11(3)21)14(23)16(27-13)19(17)8-25-19/h5,12-16,22-23H,6-8H2,1-4H3/t12-,13+,14+,15+,16+,17+,18+,19-/m0/s1",C19H26O8,True,TVZHDVCTOCZDNE-WVJYZQHISA-N,TVZHDVCTOCZDNE-WVJYZQHISA-N,CC(=O)OC[C@]12C[C@H](O)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,[CH3]-[C](=[O])-[O]-[CH2]-[C]12-[CH2]-[CH](-[OH])-[C](-[CH3])=[CH]-[CH]-1-[O]-[CH]1-[CH](-[OH])-[CH](-[O]-[C](-[CH3])=[O])-[C]-2(-[CH3])-[C]-12-[CH2]-[O]-2_0_0,493b94c3c8c4c9bf713f2445,C19H26O8,1,382.409,0.0957,114.82,2,8,3,4,0,4,0.789473684211,27,2,8,156.960974063,712.498211276,1.88016227764,15.9293388925,9.23375969125,18.8635122913,5.76173813639,0
226,Furathiocarb,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,"InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3",C18H26N2O5S,True,HAWJXYBZNNRMNO-UHFFFAOYSA-N,HAWJXYBZNNRMNO-UHFFFAOYSA-N,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,[CH3]-[CH2]-[CH2]-[CH2]-[O]-[C](=[O])-[N](-[CH3])-[S]-[N](-[CH3])-[C](=[O])-[O]-[c]1:[cH]:[cH]:[cH]:[c]2:[c]:1-[O]-[C](-[CH3])(-[CH3])-[CH2]-2_0_0,ae5a55d12ebca06a5f8ce50c,C18H26N2O5S,1,382.482,4.2624,68.31,0,6,6,2,1,1,0.555555555556,26,0,7,158.382089614,664.981579826,1.92324404362,16.720891447,9.31286055096,20.2247098322,8.52862529401,0
227,Sarafloxacin,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,"InChI=1S/C20H17F2N3O3/c21-12-1-3-13(4-2-12)25-11-15(20(27)28)19(26)14-9-16(22)18(10-17(14)25)24-7-5-23-6-8-24/h1-4,9-11,23H,5-8H2,(H,27,28)",C20H17F2N3O3,True,XBHBWNFJWIASRO-UHFFFAOYSA-N,XBHBWNFJWIASRO-UHFFFAOYSA-N,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,[O]:[C](:[O]):[C]1:[C]:[N](:[C]2:[C]:[C]:[C](-[F]):[C]:[C]:2):[C]2:[C]:[C](:[N]3-[CH2]-[CH2]-[NH]-[CH2]-[CH2]-3):[C](-[F]):[C]:[C]:2:[C]:1:[O]_8_0,d13130a6033e47d102f8fa76,C20H17F2N3O3,1,385.37,2.3767,74.57,2,4,3,4,3,1,0.2,28,2,6,158.176705355,1120.22945942,2.01316485573,14.7839453225,8.79314403546,18.1195835155,7.04622887618,0
228,Roquefortine C,CC(C)(C=C)[C@@]12C[C@H]3C(=O)N/C(=C/C4=CN=CN4)/C(=O)N3[C@@H]1NC5=CC=CC=C25,"InChI=1S/C22H23N5O2/c1-4-21(2,3)22-10-17-18(28)25-16(9-13-11-23-12-24-13)19(29)27(17)20(22)26-15-8-6-5-7-14(15)22/h4-9,11-12,17,20,26H,1,10H2,2-3H3,(H,23,24)(H,25,28)/b16-9+/t17-,20-,22+/m0/s1",C22H23N5O2,True,SPWSUFUPTSJWNG-JJUKSXGLSA-N,SPWSUFUPTSJWNG-JJUKSXGLSA-N,C=CC(C)(C)[C@@]12C[C@H]3C(=O)N/C(=C/c4cnc[nH]4)C(=O)N3[C@@H]1Nc1ccccc12,[CH2]=[CH]-[C](-[CH3])(-[CH3])-[C]12-[CH2]-[CH]3-[C](:[O]):[N]-[C](=[CH]-[C]4:[C]:[N]:[C]:[N]:4)-[C](=[O])-[N]-3-[CH]-1-[N]:[C]1:[C]:[C]:[C]:[C]:[C]:1-2_9_0,526db5d548e812e0af002e85,C22H23N5O2,1,389.459,2.3831,90.12,3,4,3,5,2,3,0.318181818182,29,3,7,168.447455927,1054.91473915,1.65004480352,16.3986400262,9.72145196467,17.7284930428,5.82523599678,0
229,8-Methylnonyl diphenyl phosphate,CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,"InChI=1S/C22H31O4P/c1-20(2)14-8-4-3-5-13-19-24-27(23,25-21-15-9-6-10-16-21)26-22-17-11-7-12-18-22/h6-7,9-12,15-18,20H,3-5,8,13-14,19H2,1-2H3",C22H31O4P,True,RYUJRXVZSJCHDZ-UHFFFAOYSA-N,RYUJRXVZSJCHDZ-UHFFFAOYSA-N,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,[CH3]-[CH](-[CH3])-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[O]-[P](=[O])(-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1)-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1_0_0,3b65ef9d92c67daf73ca37e7,C22H31O4P,1,390.46,7.2657,44.76,0,4,13,2,2,0,0.454545454545,27,0,4,163.028164833,627.726837362,1.82045711775,17.2752343777,11.272129689,21.5291804369,11.8410755258,0
230,DNOP,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,"InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3",C24H38O4,True,MQIUGAXCHLFZKX-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,[CH3]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[O]-[C](:[O]):[C]1:[C]:[C]:[C]:[C]:[C]:1:[C](:[O])-[O]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH3]_4_0,3d7bd96ca15710fb424119d8,C24H38O4,1,390.564,6.7212,52.6,0,4,16,1,1,0,0.666666666667,28,0,4,170.550495838,504.291059394,2.34972299769,17.8418891752,11.1354106817,24.1982262997,16.1451402599,0
